,from_bus,Latitude_from_bus,Longitude_from_bus,to_bus,Latitude_to_bus,Longitude_to_bus
58,141.0,34.366727000000004,-117.369299,146.0,35.107654,-114.595307
59,49.0,34.037762,-118.22991699999999,56.0,34.01865,-117.995428
60,41.0,33.714453000000006,-118.14631899999999,49.0,34.037762,-118.22991699999999
61,138.0,34.101834999999994,-118.18431799999999,141.0,34.366727000000004,-117.369299
62,63.0,34.565258,-117.36842800000001,138.0,34.101834999999994,-118.18431799999999
63,137.0,34.20835,-118.18431799999999,138.0,34.101834999999994,-118.18431799999999
64,37.0,34.652015000000006,-117.538105,47.0,34.380686,-118.47849599999999
65,36.0,34.551015,-117.43810500000001,37.0,34.652015000000006,-117.538105
66,45.0,34.313143,-118.49063100000001,47.0,34.380686,-118.47849599999999
67,38.0,34.537507,-118.607375,45.0,34.313143,-118.49063100000001
68,13.0,35.832561,-111.44856599999999,23.0,35.933561,-111.548566
69,141.0,34.366727000000004,-117.369299,152.0,34.486247,-118.118227
70,63.0,34.565258,-117.36842800000001,141.0,34.366727000000004,-117.369299
71,47.0,34.380686,-118.47849599999999,54.0,34.01865,-118.195428
72,47.0,34.380686,-118.47849599999999,61.0,34.2436,-118.391667
73,38.0,34.537507,-118.607375,47.0,34.380686,-118.47849599999999
74,47.0,34.380686,-118.47849599999999,48.0,34.281686,-118.47849599999999
75,54.0,34.01865,-118.195428,61.0,34.2436,-118.391667
76,40.0,34.157903999999995,-118.280282,54.0,34.01865,-118.195428
77,50.0,34.11865,-118.095428,53.0,33.81865,-118.095428
78,50.0,34.11865,-118.095428,51.0,34.15865,-118.095428
79,101.0,35.2162,-120.847567,107.0,35.403217,-119.450452
80,101.0,35.2162,-120.847567,103.0,36.142099,-120.129849
81,101.0,35.2162,-120.847567,102.0,35.2152,-120.900567
82,60.0,34.315456,-118.531217,149.0,34.388084,-118.58276299999999
83,152.0,34.486247,-118.118227,178.0,35.308217,-119.350452
84,177.0,35.403217,-119.350452,178.0,35.308217,-119.350452
85,149.0,34.388084,-118.58276299999999,153.0,34.434247,-118.118227
86,152.0,34.486247,-118.118227,153.0,34.434247,-118.118227
87,152.0,34.486247,-118.118227,174.0,35.308217,-119.550452
88,36.0,34.551015,-117.43810500000001,63.0,34.565258,-117.36842800000001
89,48.0,34.281686,-118.47849599999999,63.0,34.565258,-117.36842800000001
90,107.0,35.403217,-119.450452,177.0,35.403217,-119.350452
91,107.0,35.403217,-119.450452,108.0,35.352216999999996,-119.450452
92,51.0,34.15865,-118.095428,62.0,34.566258000000005,-117.316428
93,62.0,34.566258000000005,-117.316428,63.0,34.565258,-117.36842800000001
94,21.0,36.953559000000006,-111.34081599999999,22.0,36.853549,-111.44080600000001
95,23.0,35.933561,-111.548566,24.0,35.731561,-111.34856599999999
96,53.0,33.81865,-118.095428,56.0,34.01865,-117.995428
97,41.0,33.714453000000006,-118.14631899999999,56.0,34.01865,-117.995428
