Branch Index, From/To, To/From, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0
(85, 65, 77), 0.0,0.0,-0.0,-49.0,-49.0,-43.0 
(85, 77, 65), 0.0,0.0,0.0,-17.0,-17.0,-20.0 
(86, 65, 77), 0.0,0.0,-0.0,-49.0,-49.0,-43.0 
(86, 77, 65), 0.0,0.0,0.0,-17.0,-17.0,-20.0 
(87, 65, 77), 0.0,0.0,-0.0,-49.0,-49.0,-43.0 
(87, 77, 65), 0.0,0.0,0.0,-17.0,-17.0,-20.0 
(88, 65, 77), 0.0,0.0,-0.0,-49.0,-49.0,-43.0 
(88, 77, 65), 0.0,0.0,0.0,-17.0,-17.0,-20.0 
(89, 65, 77), 0.0,0.0,-0.0,-49.0,-49.0,-43.0 
(89, 77, 65), 0.0,0.0,0.0,-17.0,-17.0,-20.0 
(90, 65, 77), 0.0,0.0,-0.0,-49.0,-49.0,-43.0 
(90, 77, 65), 0.0,0.0,0.0,-17.0,-17.0,-20.0 
(91, 65, 77), 0.0,0.0,-0.0,-49.0,-49.0,-43.0 
(91, 77, 65), 0.0,0.0,0.0,-17.0,-17.0,-20.0 
(92, 67, 70), 0.0,0.0,0.0,0.0,0.0,138.0 
(92, 70, 67), 0.0,0.0,0.0,0.0,0.0,-138.0 
(93, 67, 70), 0.0,0.0,0.0,0.0,0.0,149.0 
(93, 70, 67), 0.0,0.0,0.0,0.0,0.0,-149.0 
(94, 68, 71), 0.0,0.0,0.0,0.0,753.0,609.0 
(94, 71, 68), 0.0,0.0,-0.0,0.0,-754.0,-610.0 
(95, 68, 71), 0.0,0.0,0.0,0.0,753.0,608.0 
(95, 71, 68), 0.0,0.0,-0.0,0.0,-755.0,-610.0 
(96, 68, 75), 0.0,-0.0,-133.0,-160.0,-785.0,-898.0 
(96, 75, 68), 0.0,0.0,100.0,125.0,753.0,863.0 
(97, 68, 75), 0.0,0.0,-134.0,-161.0,-800.0,-910.0 
(97, 75, 68), 0.0,0.0,103.0,129.0,771.0,878.0 
(98, 72, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(98, 74, 72), 0.0,0.0,0.0,0.0,0.0,0.0 
(99, 72, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(99, 74, 72), 0.0,0.0,0.0,0.0,0.0,0.0 
(100, 72, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(100, 74, 72), 0.0,0.0,0.0,0.0,0.0,0.0 
(101, 72, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(101, 74, 72), 0.0,0.0,0.0,0.0,0.0,0.0 
(102, 73, 77), 0.0,-0.0,-0.0,-230.0,-230.0,-217.0 
(102, 77, 73), 0.0,0.0,0.0,12.0,12.0,11.0 
(103, 74, 75), 0.0,0.0,0.0,0.0,0.0,0.0 
(103, 75, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(104, 74, 75), 0.0,0.0,0.0,0.0,0.0,0.0 
(104, 75, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(105, 74, 77), 0.0,0.0,0.0,0.0,0.0,0.0 
(105, 77, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(106, 74, 77), 0.0,0.0,0.0,0.0,0.0,0.0 
(106, 77, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(107, 74, 77), 0.0,0.0,0.0,0.0,0.0,0.0 
(107, 77, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(108, 74, 77), 0.0,0.0,0.0,0.0,0.0,0.0 
(108, 77, 74), 0.0,0.0,0.0,0.0,0.0,0.0 
(109, 75, 77), 0.0,-240.0,-335.0,-477.0,-452.0,-26.0 
(109, 77, 75), 0.0,44.0,151.0,284.0,264.0,-166.0 
(110, 75, 77), 0.0,-367.0,-451.0,-591.0,-675.0,-210.0 
(110, 77, 75), 0.0,-44.0,64.0,187.0,281.0,-194.0 
(111, 75, 81), 0.0,0.0,149.0,153.0,145.0,-34.0 
(111, 81, 75), 0.0,0.0,-258.0,-265.0,-250.0,-88.0 
(112, 75, 81), 0.0,0.0,41.0,42.0,40.0,-70.0 
(112, 81, 75), 0.0,0.0,-195.0,-200.0,-189.0,-102.0 
(113, 75, 81), 0.0,0.0,41.0,42.0,40.0,-70.0 
(113, 81, 75), 0.0,0.0,-195.0,-200.0,-189.0,-102.0 
(114, 77, 79), 0.0,0.0,243.0,238.0,219.0,426.0 
(114, 79, 77), 0.0,-0.0,-313.0,-313.0,-295.0,-496.0 
(115, 77, 79), 0.0,0.0,243.0,238.0,219.0,426.0 
(115, 79, 77), 0.0,-0.0,-313.0,-313.0,-295.0,-496.0 
(116, 77, 79), 0.0,0.0,243.0,238.0,219.0,426.0 
(116, 79, 77), 0.0,-0.0,-313.0,-313.0,-295.0,-496.0 
(117, 77, 79), 0.0,0.0,243.0,238.0,219.0,426.0 
(117, 79, 77), 0.0,-0.0,-313.0,-313.0,-295.0,-496.0 
(118, 80, 98), 0.0,0.0,0.0,0.0,0.0,0.0 
(118, 98, 80), 0.0,0.0,0.0,0.0,0.0,0.0 
(119, 80, 98), 0.0,0.0,0.0,0.0,0.0,0.0 
(119, 98, 80), 0.0,0.0,0.0,0.0,0.0,0.0 
(120, 80, 179), 0.0,0.0,0.0,0.0,0.0,0.0 
(120, 179, 80), 0.0,0.0,0.0,0.0,0.0,0.0 
(121, 80, 179), 0.0,0.0,0.0,0.0,0.0,0.0 
(121, 179, 80), 0.0,0.0,0.0,0.0,0.0,0.0 
(122, 81, 86), 0.0,0.0,0.0,-0.0,0.0,-452.0 
(122, 86, 81), 0.0,0.0,0.0,-0.0,0.0,370.0 
(123, 81, 90), 0.0,0.0,0.0,-0.0,0.0,0.0 
(123, 90, 81), 0.0,0.0,0.0,-0.0,0.0,-0.0 
(124, 81, 94), 0.0,0.0,0.0,-0.0,0.0,0.0 
(124, 94, 81), 0.0,0.0,0.0,-0.0,0.0,0.0 
(125, 82, 88), 0.0,0.0,0.0,0.0,0.0,0.0 
(125, 88, 82), 0.0,0.0,0.0,0.0,0.0,0.0 
(126, 82, 93), 0.0,0.0,0.0,0.0,0.0,0.0 
(126, 93, 82), 0.0,0.0,0.0,0.0,0.0,0.0 
(127, 82, 97), 0.0,0.0,0.0,0.0,0.0,0.0 
(127, 97, 82), 0.0,0.0,0.0,0.0,0.0,0.0 
(128, 82, 167), 0.0,0.0,0.0,0.0,0.0,0.0 
(128, 167, 82), 0.0,0.0,0.0,0.0,0.0,0.0 
(129, 82, 169), 0.0,0.0,0.0,0.0,0.0,0.0 
(129, 169, 82), 0.0,0.0,0.0,0.0,0.0,0.0 
(130, 82, 171), 0.0,0.0,0.0,0.0,0.0,0.0 
(130, 171, 82), 0.0,0.0,0.0,0.0,0.0,-0.0 
(131, 83, 98), 0.0,0.0,0.0,0.0,0.0,0.0 
(131, 98, 83), 0.0,0.0,0.0,0.0,0.0,-0.0 
(132, 83, 98), 0.0,0.0,0.0,0.0,0.0,0.0 
(132, 98, 83), 0.0,0.0,0.0,0.0,0.0,0.0 
(133, 84, 155), 0.0,0.0,0.0,0.0,0.0,0.0 
(133, 155, 84), 0.0,0.0,0.0,0.0,0.0,0.0 
(134, 84, 155), 0.0,0.0,0.0,-0.0,0.0,0.0 
(134, 155, 84), 0.0,0.0,0.0,0.0,0.0,0.0 
(135, 85, 87), 0.0,0.0,0.0,0.0,0.0,258.0 
(135, 87, 85), 0.0,0.0,0.0,0.0,0.0,-370.0 
(136, 85, 89), 0.0,0.0,0.0,0.0,0.0,0.0 
(136, 89, 85), 0.0,0.0,0.0,0.0,0.0,0.0 
(137, 85, 179), 0.0,0.0,0.0,0.0,0.0,-129.0 
(137, 179, 85), 0.0,0.0,0.0,0.0,0.0,-0.0 
(138, 85, 179), 0.0,0.0,0.0,0.0,0.0,-129.0 
(138, 179, 85), 0.0,0.0,0.0,0.0,0.0,0.0 
(139, 86, 87), 0.0,0.0,0.0,0.0,0.0,-370.0 
(139, 87, 86), 0.0,0.0,0.0,-0.0,0.0,370.0 
(140, 88, 89), 0.0,0.0,0.0,0.0,0.0,0.0 
(140, 89, 88), 0.0,0.0,0.0,0.0,0.0,0.0 
(141, 90, 91), 0.0,0.0,0.0,0.0,0.0,0.0 
(141, 91, 90), 0.0,0.0,0.0,-0.0,0.0,0.0 
(142, 91, 92), 0.0,0.0,0.0,0.0,0.0,0.0 
(142, 92, 91), 0.0,0.0,0.0,0.0,0.0,-0.0 
(143, 92, 93), 0.0,0.0,0.0,0.0,0.0,0.0 
(143, 93, 92), 0.0,0.0,0.0,0.0,0.0,-0.0 
(144, 94, 95), 0.0,0.0,0.0,0.0,0.0,0.0 
(144, 95, 94), 0.0,0.0,0.0,-0.0,0.0,0.0 
(145, 95, 96), 0.0,0.0,0.0,0.0,0.0,0.0 
(145, 96, 95), 0.0,0.0,0.0,0.0,0.0,-0.0 
(146, 96, 97), 0.0,0.0,0.0,0.0,0.0,0.0 
(146, 97, 96), 0.0,0.0,0.0,0.0,0.0,-0.0 
(147, 99, 100), 0.0,0.0,0.0,0.0,0.0,0.0 
(147, 100, 99), 0.0,0.0,0.0,0.0,-0.0,0.0 
(148, 99, 116), 0.0,0.0,-0.0,0.0,-0.0,0.0 
(148, 116, 99), 0.0,0.0,0.0,0.0,0.0,0.0 
(149, 100, 104), 0.0,0.0,0.0,0.0,0.0,0.0 
(149, 104, 100), 0.0,0.0,0.0,0.0,-0.0,0.0 
(150, 100, 105), 0.0,0.0,0.0,0.0,-0.0,0.0 
(150, 105, 100), 0.0,0.0,0.0,0.0,0.0,0.0 
(151, 100, 112), 0.0,0.0,0.0,0.0,0.0,0.0 
(151, 112, 100), 0.0,0.0,0.0,0.0,0.0,0.0 
(152, 100, 112), 0.0,0.0,0.0,0.0,0.0,0.0 
(152, 112, 100), 0.0,0.0,0.0,0.0,0.0,0.0 
(153, 100, 112), 0.0,0.0,0.0,0.0,0.0,0.0 
(153, 112, 100), 0.0,0.0,0.0,-0.0,0.0,0.0 
(154, 100, 116), 0.0,0.0,-0.0,0.0,0.0,0.0 
(154, 116, 100), 0.0,0.0,0.0,0.0,0.0,0.0 
(155, 101, 103), 0.0,0.0,0.0,-0.0,0.0,0.0 
(155, 103, 101), 0.0,0.0,0.0,0.0,0.0,0.0 
(156, 101, 107), 0.0,0.0,0.0,0.0,-0.0,0.0 
(156, 107, 101), 0.0,0.0,0.0,0.0,0.0,-0.0 
(157, 101, 107), 0.0,0.0,0.0,0.0,0.0,0.0 
(157, 107, 101), 0.0,0.0,0.0,0.0,0.0,-0.0 
(158, 103, 106), 0.0,0.0,0.0,0.0,0.0,0.0 
(158, 106, 103), 0.0,0.0,0.0,0.0,0.0,0.0 
(159, 103, 133), 0.0,0.0,-0.0,0.0,0.0,-0.0 
(159, 133, 103), 0.0,0.0,0.0,0.0,0.0,0.0 
(160, 103, 134), 0.0,0.0,0.0,0.0,0.0,0.0 
(160, 134, 103), 0.0,0.0,0.0,0.0,0.0,-0.0 
(161, 104, 116), 0.0,0.0,-0.0,0.0,0.0,0.0 
(161, 116, 104), 0.0,0.0,0.0,0.0,0.0,0.0 
(162, 105, 116), 0.0,0.0,-0.0,-0.0,0.0,0.0 
(162, 116, 105), 0.0,0.0,0.0,0.0,0.0,0.0 
(163, 106, 107), 0.0,0.0,0.0,0.0,0.0,0.0 
(163, 107, 106), 0.0,0.0,0.0,0.0,0.0,0.0 
(164, 106, 109), 0.0,0.0,0.0,0.0,0.0,0.0 
(164, 109, 106), 0.0,0.0,0.0,0.0,0.0,-0.0 
(165, 107, 132), 0.0,0.0,0.0,-0.0,-0.0,0.0 
(165, 132, 107), 0.0,0.0,0.0,0.0,0.0,0.0 
(166, 107, 134), 0.0,0.0,0.0,0.0,0.0,-0.0 
(166, 134, 107), 0.0,0.0,0.0,0.0,0.0,0.0 
(167, 107, 173), 0.0,0.0,0.0,0.0,0.0,0.0 
(167, 173, 107), 0.0,0.0,-0.0,-0.0,0.0,0.0 
(168, 107, 175), 0.0,0.0,0.0,0.0,0.0,0.0 
(168, 175, 107), 0.0,0.0,-0.0,-0.0,0.0,0.0 
(169, 107, 177), 0.0,0.0,0.0,0.0,0.0,0.0 
(169, 177, 107), 0.0,0.0,-0.0,-0.0,0.0,0.0 
(170, 110, 119), 0.0,0.0,0.0,0.0,0.0,0.0 
(170, 119, 110), 0.0,0.0,0.0,0.0,0.0,0.0 
(171, 110, 119), 0.0,0.0,0.0,0.0,0.0,0.0 
(171, 119, 110), 0.0,0.0,0.0,0.0,0.0,0.0 
(172, 110, 119), 0.0,0.0,0.0,0.0,0.0,0.0 
(172, 119, 110), 0.0,0.0,0.0,0.0,0.0,0.0 
(173, 110, 119), 0.0,0.0,0.0,0.0,0.0,0.0 
(173, 119, 110), 0.0,0.0,0.0,0.0,0.0,0.0 
(174, 110, 172), 0.0,0.0,0.0,0.0,0.0,0.0 
(174, 172, 110), 0.0,0.0,0.0,0.0,0.0,0.0 
(175, 113, 114), 0.0,0.0,0.0,0.0,0.0,0.0 
(175, 114, 113), 0.0,0.0,0.0,0.0,0.0,0.0 
(176, 113, 123), 0.0,0.0,0.0,0.0,0.0,0.0 
(176, 123, 113), 0.0,0.0,0.0,-0.0,-0.0,0.0 
(177, 113, 125), 0.0,0.0,0.0,0.0,0.0,0.0 
(177, 125, 113), 0.0,0.0,0.0,-0.0,-0.0,0.0 
(178, 113, 168), 0.0,0.0,0.0,0.0,0.0,0.0 
(178, 168, 113), 0.0,0.0,0.0,-0.0,-0.0,-0.0 
(179, 113, 170), 0.0,0.0,0.0,0.0,0.0,0.0 
(179, 170, 113), 0.0,0.0,0.0,-0.0,-0.0,-0.0 
(180, 114, 124), 0.0,0.0,0.0,0.0,0.0,0.0 
(180, 124, 114), 0.0,0.0,0.0,0.0,-0.0,0.0 
(181, 114, 126), 0.0,0.0,0.0,0.0,0.0,0.0 
(181, 126, 114), 0.0,0.0,0.0,0.0,-0.0,0.0 
(182, 114, 127), 0.0,0.0,0.0,0.0,0.0,0.0 
(182, 127, 114), 0.0,0.0,0.0,0.0,-0.0,0.0 
(183, 114, 129), 0.0,0.0,0.0,0.0,0.0,0.0 
(183, 129, 114), 0.0,0.0,0.0,0.0,0.0,0.0 
(184, 118, 122), 0.0,0.0,0.0,0.0,0.0,0.0 
(184, 122, 118), 0.0,0.0,0.0,0.0,0.0,0.0 
(185, 118, 122), 0.0,0.0,0.0,0.0,0.0,0.0 
(185, 122, 118), 0.0,0.0,0.0,0.0,0.0,0.0 
(186, 118, 128), 0.0,0.0,0.0,0.0,0.0,0.0 
(186, 128, 118), 0.0,0.0,0.0,0.0,0.0,0.0 
(187, 118, 130), 0.0,0.0,0.0,0.0,0.0,0.0 
(187, 130, 118), 0.0,0.0,0.0,0.0,0.0,0.0 
(188, 118, 131), 0.0,0.0,0.0,0.0,0.0,0.0 
(188, 131, 118), 0.0,0.0,0.0,-0.0,0.0,0.0 
(189, 118, 133), 0.0,0.0,0.0,0.0,0.0,0.0 
(189, 133, 118), 0.0,0.0,0.0,0.0,0.0,0.0 
(190, 119, 120), 0.0,0.0,0.0,0.0,0.0,0.0 
(190, 120, 119), 0.0,0.0,0.0,0.0,0.0,0.0 
(191, 119, 120), 0.0,0.0,0.0,0.0,0.0,0.0 
(191, 120, 119), 0.0,0.0,0.0,0.0,0.0,0.0 
(192, 120, 121), 0.0,0.0,0.0,0.0,0.0,0.0 
(192, 121, 120), 0.0,0.0,0.0,0.0,0.0,0.0 
(193, 120, 121), 0.0,0.0,0.0,0.0,0.0,0.0 
(193, 121, 120), 0.0,0.0,0.0,0.0,0.0,0.0 
(194, 121, 122), 0.0,0.0,0.0,0.0,0.0,0.0 
