Gen Index, Gen Bus, Upper Bound,1, 2, 3
71, 215, 19.0, 0.0,0.0,-15.0 
72, 215, 16.0, 0.0,0.0,-10.0 
73, 215, 16.0, 0.0,0.0,-10.0 
74, 215, 16.0, 0.0,0.0,-10.0 
75, 215, 0.0, 0.0,0.0,0.0 
76, 216, 80.0, 0.0,0.0,0.0 
77, 218, 150.0, 0.0,0.0,-7.0 
78, 221, 150.0, 0.0,0.0,-25.0 
79, 222, 16.0, 0.0,0.0,16.0 
80, 222, 16.0, 0.0,0.0,16.0 
81, 222, 16.0, 0.0,0.0,-10.0 
82, 222, 16.0, 0.0,0.0,-10.0 
83, 222, 16.0, 0.0,0.0,-10.0 
84, 222, 16.0, 0.0,0.0,16.0 
85, 223, 80.0, 0.0,0.0,-50.0 
86, 223, 80.0, 0.0,0.0,-50.0 
87, 223, 150.0, 0.0,0.0,38.0 
88, 223, 19.0, 0.0,0.0,-15.0 
89, 223, 19.0, 0.0,0.0,-15.0 
90, 223, 19.0, 0.0,0.0,19.0 
91, 301, 10.0, 0.0,0.0,0.0 
92, 301, 10.0, 0.0,0.0,0.0 
93, 301, 19.0, 0.0,0.0,10.0 
94, 301, 19.0, 0.0,0.0,19.0 
95, 302, 10.0, 0.0,0.0,10.0 
96, 302, 10.0, 0.0,0.0,10.0 
97, 302, 19.0, 0.0,0.0,-15.0 
98, 302, 19.0, 0.0,0.0,-7.0 
99, 303, 0.0, 0.0,0.0,0.0 
100, 307, 19.0, 0.0,0.0,19.0 
101, 307, 19.0, 0.0,0.0,19.0 
102, 308, 0.0, 0.0,0.0,0.0 
103, 309, 0.0, 0.0,0.0,0.0 
104, 310, 0.0, 0.0,0.0,0.0 
105, 310, 0.0, 0.0,0.0,0.0 
106, 312, 0.0, 0.0,0.0,0.0 
107, 313, 150.0, 0.0,0.0,-25.0 
108, 313, 0.0, 0.0,0.0,0.0 
109, 313, 0.0, 0.0,0.0,0.0 
110, 313, 0.0, 0.0,0.0,0.0 
111, 313, 0.0, 0.0,0.0,0.0 
112, 313, 0.0, 0.0,0.0,0.0 
113, 313, 0.0, 0.0,0.0,0.0 
114, 313, 0.0, 0.0,0.0,0.0 
115, 313, 0.0, 0.0,0.0,0.0 
116, 313, 0.0, 0.0,0.0,0.0 
117, 313, 0.0, 0.0,0.0,0.0 
118, 313, 0.0, 0.0,0.0,0.0 
119, 313, 0.0, 0.0,0.0,0.0 
120, 313, 0.0, 0.0,0.0,0.0 
121, 313, 0.0, 0.0,0.0,0.0 
122, 313, 0.0, 0.0,0.0,0.0 
123, 313, 0.0, 0.0,0.0,0.0 
124, 314, 200.0, 0.0,0.0,-3.0 
125, 314, 0.0, 0.0,0.0,0.0 
126, 314, 0.0, 0.0,0.0,0.0 
127, 314, 0.0, 0.0,0.0,0.0 
128, 314, 0.0, 0.0,0.0,0.0 
129, 315, 6.0, 0.0,0.0,0.0 
130, 315, 6.0, 0.0,0.0,0.0 
131, 315, 6.0, 0.0,0.0,0.0 
132, 315, 6.0, 0.0,0.0,0.0 
133, 315, 6.0, 0.0,0.0,0.0 
134, 315, 19.0, 0.0,0.0,19.0 
135, 315, 19.0, 0.0,0.0,-15.0 
136, 315, 60.0, 0.0,0.0,0.0 
137, 316, 80.0, 0.0,0.0,-50.0 
138, 316, 0.0, 0.0,0.0,0.0 
139, 317, 0.0, 0.0,0.0,0.0 
140, 318, 150.0, 0.0,0.0,-25.0 
141, 319, 0.0, 0.0,0.0,0.0 
142, 320, 0.0, 0.0,0.0,0.0 
143, 320, 0.0, 0.0,0.0,0.0 
144, 320, 0.0, 0.0,0.0,0.0 
145, 320, 0.0, 0.0,0.0,0.0 
146, 320, 0.0, 0.0,0.0,0.0 
147, 320, 0.0, 0.0,0.0,0.0 
148, 320, 0.0, 0.0,0.0,0.0 
149, 321, 150.0, 0.0,0.0,35.0 
150, 322, 19.0, 0.0,0.0,-15.0 
151, 322, 19.0, 0.0,0.0,19.0 
152, 322, 16.0, 0.0,0.0,16.0 
153, 322, 16.0, 0.0,0.0,16.0 
154, 322, 16.0, 0.0,0.0,-10.0 
155, 322, 16.0, 0.0,0.0,16.0 
156, 323, 150.0, 0.0,0.0,-25.0 
157, 323, 150.0, 0.0,0.0,-25.0 
158, 324, 0.0, 0.0,0.0,0.0 
159, 324, 0.0, 0.0,0.0,0.0 
160, 324, 0.0, 0.0,0.0,0.0 
161, 1001, 10.0, 0.0,0.0,0.0 
162, 1002, 10.0, 0.0,0.0,0.0 
163, 1003, 30.0, 0.0,0.0,0.0 
164, 1004, 30.0, 0.0,0.0,0.0 
165, 1005, 10.0, 0.0,0.0,0.0 
166, 1006, 10.0, 0.0,0.0,0.0 
167, 1007, 30.0, 0.0,0.0,0.0 
168, 1008, 30.0, 0.0,0.0,0.0 
169, 1009, 150.0, 0.0,0.0,0.0 
170, 1010, 19.0, 0.0,0.0,19.0 
171, 1011, 19.0, 0.0,0.0,19.0 
172, 1012, 19.0, 0.0,0.0,19.0 
173, 1013, 19.0, 0.0,0.0,19.0 
174, 1014, 200.0, 0.0,0.0,0.0 
175, 1015, 6.0, 0.0,0.0,0.0 
176, 1016, 6.0, 0.0,0.0,0.0 
177, 1017, 80.0, 0.0,0.0,-50.0 
178, 1018, 80.0, 0.0,0.0,-50.0 
179, 1019, 150.0, 0.0,0.0,-25.0 
180, 1020, 200.0, 0.0,0.0,-50.0 
181, 1021, 16.0, 0.0,0.0,-10.0 
182, 1022, 16.0, 0.0,0.0,-10.0 
183, 1023, 16.0, 0.0,0.0,-10.0 
184, 1024, 16.0, 0.0,0.0,14.0 
185, 1025, 16.0, 0.0,0.0,14.0 
186, 1026, 16.0, 0.0,0.0,-10.0 
187, 1027, 80.0, 0.0,0.0,-50.0 
188, 1028, 150.0, 0.0,0.0,-25.0 
189, 1029, 19.0, 0.0,0.0,-15.0 
190, 1030, 19.0, 0.0,0.0,19.0 
191, 1031, 19.0, 0.0,0.0,-15.0 
192, 1032, 10.0, 0.0,0.0,0.0 
193, 1033, 10.0, 0.0,0.0,0.0 
194, 1034, 30.0, 0.0,0.0,0.0 
195, 1035, 16.0, 0.0,0.0,0.0 
196, 1036, 10.0, 0.0,0.0,0.0 
197, 1037, 10.0, 0.0,0.0,0.0 
198, 1038, 30.0, 0.0,0.0,0.0 
199, 1039, 30.0, 0.0,0.0,0.0 
200, 1040, 19.0, 0.0,0.0,0.0 
201, 1041, 19.0, 0.0,0.0,0.0 
202, 1042, 150.0, 0.0,0.0,-25.0 
203, 1043, 19.0, 0.0,0.0,19.0 
204, 1044, 19.0, 0.0,0.0,19.0 
205, 1045, 200.0, 0.0,0.0,62.0 
206, 1046, 19.0, 0.0,0.0,19.0 
207, 1047, 19.0, 0.0,0.0,19.0 
208, 1048, 16.0, 0.0,0.0,16.0 
209, 1049, 16.0, 0.0,0.0,-10.0 
210, 1050, 16.0, 0.0,0.0,16.0 
211, 1051, 80.0, 0.0,0.0,0.0 
212, 1052, 150.0, 0.0,0.0,-25.0 
213, 1053, 150.0, 0.0,0.0,150.0 
214, 1054, 16.0, 0.0,0.0,-10.0 
215, 1055, 16.0, 0.0,0.0,-10.0 
216, 1056, 16.0, 0.0,0.0,-10.0 
217, 1057, 16.0, 0.0,0.0,16.0 
218, 1058, 16.0, 0.0,0.0,-10.0 
219, 1059, 16.0, 0.0,0.0,-10.0 
220, 1060, 80.0, 0.0,0.0,-50.0 
221, 1061, 80.0, 0.0,0.0,80.0 
222, 1062, 150.0, 0.0,0.0,-25.0 
223, 1063, 19.0, 0.0,0.0,19.0 
224, 1064, 19.0, 0.0,0.0,19.0 
225, 1065, 19.0, 0.0,0.0,-15.0 
226, 1066, 10.0, 0.0,0.0,0.0 
227, 1067, 10.0, 0.0,0.0,0.0 
228, 1068, 19.0, 0.0,0.0,-15.0 
229, 1069, 19.0, 0.0,0.0,-15.0 
230, 1070, 10.0, 0.0,0.0,0.0 
231, 1071, 10.0, 0.0,0.0,0.0 
232, 1072, 19.0, 0.0,0.0,-15.0 
233, 1073, 19.0, 0.0,0.0,0.0 
234, 1074, 19.0, 0.0,0.0,0.0 
235, 1075, 19.0, 0.0,0.0,0.0 
236, 1076, 150.0, 0.0,0.0,15.0 
237, 1077, 200.0, 0.0,0.0,0.0 
238, 1078, 6.0, 0.0,0.0,6.0 
239, 1079, 6.0, 0.0,0.0,6.0 
240, 1080, 6.0, 0.0,0.0,6.0 
241, 1081, 6.0, 0.0,0.0,6.0 
242, 1082, 6.0, 0.0,0.0,6.0 
243, 1083, 19.0, 0.0,0.0,-2.0 
244, 1084, 19.0, 0.0,0.0,-2.0 
245, 1085, 60.0, 0.0,0.0,26.0 
246, 1086, 80.0, 0.0,0.0,0.0 
247, 1087, 150.0, 0.0,0.0,0.0 
248, 1088, 150.0, 0.0,0.0,-25.0 
249, 1089, 19.0, 0.0,0.0,-15.0 
250, 1090, 19.0, 0.0,0.0,-15.0 
251, 1091, 16.0, 0.0,0.0,9.0 
252, 1092, 16.0, 0.0,0.0,16.0 
253, 1093, 16.0, 0.0,0.0,-10.0 
254, 1094, 16.0, 0.0,0.0,-10.0 
255, 1095, 150.0, 0.0,0.0,-11.0 
256, 1096, 150.0, 0.0,0.0,-11.0 
