Bus Index, 1, 2, 3
1001, 0.0,0.0,0.0 
1002, 0.0,0.0,0.0 
1003, 0.0,0.0,0.0 
1004, 0.0,0.0,0.0 
1005, 0.0,0.0,0.0 
1006, 0.0,0.0,0.0 
1007, 0.0,0.0,0.0 
1008, 0.0,0.0,0.0 
1009, 0.0,0.0,0.0 
1010, 0.0,0.0,1.081826292596176 
1011, 0.0,0.0,1.081826292596176 
1012, 0.0,0.0,1.0818262925961757 
1013, 0.0,0.0,1.081826292596176 
1014, 0.9,0.9,1.1 
1015, 0.0,0.0,1.0184513521061835 
1016, 0.0,0.0,1.0184513521061835 
1017, 0.0,0.0,0.9845745308211836 
1018, 0.0,0.0,0.989286876102154 
1019, 0.0,0.0,1.092297312255 
1020, 0.9,0.9,1.019738038199411 
1021, 0.0,0.0,1.044892607303246 
1022, 0.0,0.0,1.044892607303246 
1023, 0.0,0.0,1.044892607303246 
1024, 0.0,0.0,1.1 
1025, 0.0,0.0,1.1 
1026, 0.0,0.0,1.044892607303246 
1027, 0.0,0.0,0.932215271298711 
1028, 0.0,0.0,0.9583320936837108 
1029, 0.0,0.0,0.9356252428037107 
1030, 0.0,0.0,1.004678902803711 
1031, 0.0,0.0,0.9356252428037107 
1032, 0.0,0.0,0.0 
1033, 0.0,0.0,0.0 
1034, 0.0,0.0,0.0 
1035, 0.0,0.0,0.0 
1036, 0.0,0.0,0.0 
1037, 0.0,0.0,0.0 
1038, 0.0,0.0,0.0 
1039, 0.0,0.0,0.0 
1040, 0.0,0.0,0.0 
1041, 0.0,0.0,0.0 
1042, 0.0,0.0,1.0299467984145514 
1043, 0.0,0.0,1.0762010613795512 
1044, 0.0,0.0,1.0762010613795527 
1045, 0.9,0.9,1.0835709215236426 
1046, 0.0,0.0,1.0797075059006087 
1047, 0.0,0.0,1.0797075059006087 
1048, 0.0,0.0,1.077137290930609 
1049, 0.0,0.0,1.0186066109306087 
1050, 0.0,0.0,1.0771372909306087 
1051, 0.0,0.0,0.0 
1052, 0.0,0.0,1.0378132986476403 
1053, 0.0,0.0,1.1 
1054, 0.0,0.0,1.0123532729633762 
1055, 0.0,0.0,1.0123532729633762 
1056, 0.0,0.0,1.0123532729633762 
1057, 0.0,0.0,1.0708839529633762 
1058, 0.0,0.0,1.0123532729633762 
1059, 0.0,0.0,1.0123532729633762 
1060, 0.0,0.0,0.9275172879107009 
1061, 0.0,0.0,1.015597617910701 
1062, 0.0,0.0,0.953634110295701 
1063, 0.0,0.0,0.9999809194157009 
1064, 0.0,0.0,0.9999809194157009 
1065, 0.0,0.0,0.9309272594157008 
1066, 0.0,0.0,1.0999647650000002 
1067, 0.0,0.0,1.0999647650000002 
1068, 0.0,0.0,1.0694979152200002 
1069, 0.0,0.0,1.0694979152200002 
1070, 0.0,0.0,1.0999647650000002 
1071, 0.0,0.0,1.0999647650000002 
1072, 0.0,0.0,1.06949791522 
1073, 0.0,0.0,1.1 
1074, 0.0,0.0,1.1 
1075, 0.0,0.0,1.1 
1076, 0.0,0.0,0.9044233283578293 
1077, 0.9,0.9,0.9 
1078, 0.0,0.0,0.9561964736206598 
1079, 0.0,0.0,0.9561964736206598 
1080, 0.0,0.0,0.9561964736206598 
1081, 0.0,0.0,0.9561964736206598 
1082, 0.0,0.0,0.9561964736206598 
1083, 0.0,0.0,0.9 
1084, 0.0,0.0,0.9 
1085, 0.0,0.0,0.9414745923353783 
1086, 0.0,0.0,0.9 
1087, 0.0,0.0,0.9 
1088, 0.0,0.0,0.9 
1089, 0.0,0.0,0.9000000000000008 
1090, 0.0,0.0,0.9000000000000008 
1091, 0.0,0.0,0.9506790581780237 
1092, 0.0,0.0,0.9664834450300003 
1093, 0.0,0.0,0.9079527650300011 
1094, 0.0,0.0,0.9079527650300011 
1095, 0.0,0.0,0.9 
1096, 0.0,0.0,0.9 
