Gen Index, Gen Bus,1, 2, 3, 4, 5
194, 1034, 0.0, 0.0, 0.0, 0.0, 0.0 
195, 1035, 0.0, 0.0, 0.0, 0.0, 0.0 
196, 1036, 0.0, 0.0, 0.0, 0.0, 0.0 
197, 1037, 0.0, 0.0, 0.0, 0.0, 0.0 
198, 1038, 0.0, 0.0, 0.0, 0.0, 0.0 
199, 1039, 0.0, 0.0, 0.0, 0.0, 0.0 
200, 1040, 0.0, 0.0, 0.0, 0.0, 0.0 
201, 1041, 0.0, 0.0, 0.0, 0.0, 0.0 
202, 1042, 1.0, 1.0, 1.0, 1.0, 1.0 
203, 1043, 0.0, 0.0, 0.0, 0.0, 0.0 
204, 1044, 0.0, 0.0, 0.0, 0.0, 0.0 
205, 1045, 0.0, 0.0, 0.0, 0.0, 0.0 
206, 1046, 0.0, 0.0, 0.0, 0.0, 0.0 
207, 1047, 0.0, 0.0, 0.0, 0.0, 0.0 
208, 1048, 0.0, 0.0, 0.0, 0.0, 0.0 
209, 1049, 0.0, 0.0, 0.0, 0.0, 0.0 
210, 1050, 0.0, 0.0, 0.0, 0.0, 0.0 
211, 1051, 0.0, 1.0, 1.0, 1.0, 1.0 
212, 1052, -0.0, 0.0, 0.0, 0.0, 0.0 
213, 1053, 0.0, 0.0, 0.0, 0.0, 0.0 
214, 1054, 0.0, 0.0, 0.0, 0.0, 0.0 
215, 1055, 0.0, 0.0, 0.0, 0.0, 0.0 
216, 1056, 0.0, 0.0, 0.0, 0.0, 0.0 
217, 1057, 0.0, 0.0, 0.0, 0.0, 0.0 
218, 1058, 0.0, 0.0, 0.0, 0.0, 0.0 
219, 1059, 0.0, 0.0, 0.0, 0.0, 0.0 
220, 1060, 0.0, 0.0, 0.0, 0.0, 0.0 
221, 1061, 0.0, 0.0, 0.0, 0.0, 0.0 
222, 1062, 0.0, 0.0, 0.0, 0.0, 0.0 
223, 1063, 0.0, 0.0, 0.0, 0.0, 0.0 
224, 1064, 0.0, 0.0, 0.0, 0.0, 0.0 
225, 1065, 0.0, 0.0, 0.0, 0.0, 0.0 
226, 1066, 0.0, 0.0, 0.0, 0.0, 0.0 
227, 1067, 0.0, 0.0, 0.0, 0.0, 0.0 
228, 1068, 0.0, 0.0, 0.0, 0.0, 0.0 
229, 1069, 0.0, 0.0, 0.0, 0.0, 0.0 
230, 1070, 0.0, 0.0, 0.0, 0.0, 0.0 
231, 1071, 0.0, 0.0, 0.0, 0.0, 0.0 
232, 1072, 0.0, 0.0, 0.0, 0.0, 0.0 
233, 1073, 0.0, 0.0, 0.0, 0.0, 0.0 
234, 1074, 0.0, 0.0, 0.0, 0.0, 0.0 
235, 1075, 0.0, 0.0, 0.0, 0.0, 0.0 
236, 1076, 0.0, 0.0, 0.0, 0.0, 0.0 
237, 1077, 0.0, 0.0, 0.0, 0.0, 0.0 
238, 1078, 0.0, 0.0, 0.0, 0.0, 0.0 
239, 1079, 0.0, 0.0, 0.0, 0.0, 0.0 
240, 1080, 0.0, 0.0, 0.0, 0.0, 0.0 
241, 1081, 0.0, 0.0, 0.0, 0.0, 0.0 
242, 1082, 0.0, 0.0, 0.0, 0.0, 0.0 
243, 1083, 0.0, 0.0, 0.0, 0.0, 0.0 
244, 1084, 0.0, 0.0, 0.0, 0.0, 0.0 
245, 1085, 0.0, 0.0, 0.0, 0.0, 0.0 
246, 1086, 0.0, 0.0, 0.0, 0.0, 0.0 
247, 1087, 0.0, 0.0, 0.0, 0.0, 0.0 
248, 1088, 0.0, 0.0, 0.0, 0.0, 0.0 
249, 1089, 0.0, 0.0, 0.0, 0.0, 0.0 
250, 1090, 0.0, 0.0, 0.0, 0.0, 0.0 
251, 1091, 0.0, 0.0, 0.0, 0.0, 0.0 
252, 1092, 0.0, 0.0, 0.0, 0.0, 0.0 
253, 1093, 0.0, 0.0, 0.0, 0.0, 0.0 
254, 1094, 0.0, 0.0, 0.0, 0.0, 0.0 
255, 1095, -0.0, -0.0, 0.0, 0.0, 0.0 
256, 1096, 0.0, 0.0, 0.0, 0.0, 0.0 
