Gen Index, Gen Bus,1, 2, 3, 4, 5
74, 215, 0.5, 0.5, 0.5, 0.5, 0.5 
75, 215, 1.251, 1.251, 1.251, 1.251, 1.251 
76, 216, 1.55, 1.55, 1.55, 1.55, 1.55 
77, 218, 3.3300000000000196, 3.3300000000000907, 3.3300000000000978, 3.33, 3.33 
78, 221, 0.0, 0.0, 0.0, 0.0, 0.0 
79, 222, 0.0, 0.0, 0.0, 0.0, 0.0 
80, 222, 0.0, 0.0, 0.0, 0.0, 0.0 
81, 222, 0.0, 0.0, 0.0, 0.0, 0.0 
82, 222, 0.0, 0.0, 0.0, 0.0, 0.0 
83, 222, 0.0, 0.0, 0.0, 0.0, 0.0 
84, 222, 0.0, 0.0, 0.0, 0.0, 0.0 
85, 223, 0.62, 0.0, 0.0, 0.0, 0.0 
86, 223, 0.0, 0.0, 0.62, 0.0, 0.0 
87, 223, 2.470000000000039, 3.09, 2.470000000000046, 3.5, 3.5 
88, 223, 0.0, 0.0, 0.0, 0.0, 0.0 
89, 223, 0.0, 0.0, 0.0, 0.55, 0.55 
90, 223, 0.0, 0.0, 0.0, 0.0, 0.0 
91, 301, 0.2, 0.08, 0.0, 0.0, 0.0 
92, 301, 0.2, 0.2, 0.0, 0.0, 0.0 
93, 301, 0.55, 0.55, 0.55, 0.55, 0.55 
94, 301, 0.0, 0.2500000000000001, 0.0, 0.0, 0.0 
95, 302, 0.08, 0.2, 0.11999999999999993, 0.0, 0.2 
96, 302, 0.08, 0.2, 0.08, 0.2, 0.2 
97, 302, 0.24000000000010824, 0.0, 0.22, 0.55, 0.55 
98, 302, 0.55, 0.55, 0.55, 0.0, 0.0 
99, 303, 1.8, 1.8, 2.33, 2.33, 1.303947031523356 
100, 307, 0.55, 0.55, 0.55, 0.55, 0.55 
101, 307, 0.55, 0.55, 0.55, 0.55, 0.0 
102, 308, 1.0090000000000001, 1.0090000000000001, 1.0090000000000001, 1.0090000000000001, 1.0090000000000001 
103, 309, 1.483, 1.483, 1.483, 1.483, 1.483 
104, 310, 0.517, 0.0, 0.517, 0.517, 0.517 
105, 310, 0.516, 0.516, 0.516, 0.516, 0.516 
106, 312, 0.941, 0.941, 0.941, 0.941, 0.941 
107, 313, 0.0, 0.0, 0.0, 0.0, 0.0 
108, 313, 0.951, 0.951, 0.951, 0.951, 0.951 
109, 313, 0.0, 0.9329999999999999, 0.9329999999999999, 0.0, 0.0 
110, 313, 0.0, 0.0, 1.0170000000000001, 1.0170000000000001, 1.0170000000000001 
111, 313, 0.631, 0.631, 0.631, 0.631, 0.631 
112, 313, 0.0, 0.654, 0.654, 0.654, 0.654 
113, 313, 0.67, 0.67, 0.67, 0.67, 0.67 
114, 313, 0.0, 0.0, 0.0, 0.648, 0.0 
115, 313, 0.638, 0.638, 0.0, 0.0, 0.638 
116, 313, 0.6409999999999999, 0.6409999999999999, 0.4078294967312177, 0.0, 0.0 
117, 313, 0.6659999999999999, 0.5055779435846007, 0.6659999999999999, 0.6659999999999999, 0.6659999999999999 
118, 313, 0.5356239035322173, 0.0, 0.624, 0.0, 0.624 
119, 313, 0.669, 0.669, 0.0, 0.669, 0.669 
120, 313, 0.652, 0.0, 0.0, 0.652, 0.0 
121, 313, 0.0, 0.278, 0.0, 0.21582753762099882, 0.10386449865652392 
122, 313, 0.0, 0.0, 0.0, 0.0, 0.0 
123, 313, 0.5, 0.5, 0.0, 0.0, 0.5 
124, 314, 0.0, 0.0, 0.0, 0.0, 0.0 
125, 314, 0.516, 0.516, 0.516, 0.516, 0.516 
126, 314, 0.0, 0.0, 0.4969999999999999, 0.4969999999999999, 0.0 
127, 314, 0.9079999999999999, 0.927, 0.927, 0.927, 0.9079999999999999 
128, 314, 0.516, 0.4969999999999999, 0.0, 0.0, 0.516 
129, 315, 0.0, 0.0, 0.0, 0.12, 0.0 
130, 315, 0.0, 0.0, 0.0, 0.0, 0.0 
131, 315, 0.0, 0.0, 0.0, 0.12, 0.0 
132, 315, 0.0, 0.0, 0.0, 0.0, 0.0 
133, 315, 0.0, 0.0, 0.0, 0.0, 0.0 
134, 315, 0.55, 0.55, 0.55, 0.55, 0.55 
135, 315, 0.55, 0.0, 0.0, 0.0, 0.0 
136, 315, 0.0, 0.0, 0.0, 0.0, 0.0 
137, 316, 1.55, 1.55, 1.55, 1.55, 1.55 
138, 316, 0.0, 0.0, 0.0, 0.0, 0.0 
139, 317, 1.5199999999999623, 2.0700000000000163, 2.069999999999946, 0.10999999999992416, 2.0699999999999994 
140, 318, 3.33, 3.33, 3.33, 3.33, 3.55 
141, 319, 1.8100000000000387, 1.810000000000053, 1.810000000000053, 1.882, 1.882 
142, 320, 0.516, 0.516, 0.44499999999999995, 0.516, 0.516 
143, 320, 0.0, 0.0, 0.0, 0.273, 0.0 
144, 320, 0.27, 0.0, 0.27, 0.0, 0.27 
145, 320, 0.22399999999999998, 0.28300000000000003, 0.28300000000000003, 0.0, 0.0 
146, 320, 0.27, 0.27, 0.0, 0.1370000000000003, 0.14000000000000018 
147, 320, 0.0, 0.21099999999999997, 0.282, 0.282, 0.282 
148, 320, 0.0, 0.0, 0.0, 0.0, 0.0 
149, 321, 0.0, 0.0, 0.0, 0.0, 0.0 
150, 322, 0.0, 0.0, 0.0, 0.22, 0.0 
151, 322, 0.0, 0.0, 0.0, 0.0, 0.0 
152, 322, 0.0, 0.0, 0.0, 0.5, 0.0 
153, 322, 0.0, 0.0, 0.0, 0.0, 0.0 
154, 322, 0.0, 0.0, 0.0, 0.5, 0.0 
155, 322, 0.0, 0.0, 0.0, 0.5, 0.0 
156, 323, 0.0, 0.0, 0.0, 0.0, 0.0 
157, 323, 0.0, 0.0, 0.0, 0.0, 0.0 
158, 324, 0.0, 0.0, 0.0, 0.0, 0.0 
159, 324, 0.0, 0.0, 0.0, 0.0, 0.516 
160, 324, 0.0, 0.0, 0.0, 0.0, 0.51 
161, 1001, 0.0, 0.0, 0.0, 0.0, 0.0 
162, 1002, 0.0, 0.0, 0.0, 0.0, 0.0 
163, 1003, 0.0, 0.0, 0.0, 0.0, 0.0 
164, 1004, 0.0, 0.0, 0.0, 0.0, 0.0 
165, 1005, 0.0, 0.0, 0.0, 0.0, 0.0 
166, 1006, 0.0, 0.0, 0.0, 0.0, 0.0 
167, 1007, 0.0, 0.0, 0.0, 0.0, 0.0 
168, 1008, 0.0, 0.0, 0.0, 0.0, 0.0 
169, 1009, 0.0, 0.0, 0.0, 0.0, 0.0 
170, 1010, 0.0, 0.0, 0.0, 0.0, 0.0 
171, 1011, 0.0, 0.0, 0.0, 0.0, 0.0 
172, 1012, 0.0, 0.0, 0.0, 0.0, 0.0 
173, 1013, 0.0, 0.0, 0.0, 0.0, 0.0 
174, 1014, 0.0, 0.0, 0.0, 0.0, 0.0 
175, 1015, 0.0, 0.0, 0.0, 0.0, 0.0 
176, 1016, 0.0, 0.0, 0.0, 0.0, 0.0 
177, 1017, 0.0, 0.0, 0.0, 0.0, 0.0 
178, 1018, 0.0, 0.0, 0.0, 0.0, 0.0 
179, 1019, 0.0, 0.0, 0.0, 0.0, 0.0 
180, 1020, 0.0, 0.0, 0.0, 0.0, 0.0 
181, 1021, 0.0, 0.0, 0.0, 0.0, 0.0 
182, 1022, 0.0, 0.0, 0.0, 0.0, 0.0 
183, 1023, 0.0, 0.0, 0.0, 0.0, 0.0 
184, 1024, 0.0, 0.0, 0.0, 0.0, 0.0 
185, 1025, 0.0, 0.0, 0.0, 0.0, 0.0 
186, 1026, 0.0, 0.0, 0.0, 0.0, 0.0 
187, 1027, 0.0, 0.0, 0.0, 0.0, 0.0 
188, 1028, 0.0, 0.0, 0.0, 0.0, 0.0 
189, 1029, 0.0, 0.0, 0.0, 0.0, 0.0 
190, 1030, 0.0, 0.0, 0.0, 0.0, 0.0 
191, 1031, 0.0, 0.0, 0.0, 0.0, 0.0 
192, 1032, 0.0, 0.0, 0.0, 0.0, 0.0 
193, 1033, 0.0, 0.0, 0.0, 0.0, 0.0 
194, 1034, 0.0, 0.0, 0.0, 0.0, 0.0 
195, 1035, 0.0, 0.0, 0.0, 0.0, 0.0 
196, 1036, 0.0, 0.0, 0.0, 0.0, 0.0 
197, 1037, 0.0, 0.0, 0.0, 0.0, 0.0 
198, 1038, 0.0, 0.0, 0.0, 0.0, 0.0 
199, 1039, 0.0, 0.0, 0.0, 0.0, 0.0 
200, 1040, 0.0, 0.0, 0.0, 0.0, 0.0 
201, 1041, 0.0, 0.0, 0.0, 0.0, 0.0 
202, 1042, 1.7, 1.7, 1.7, 1.7, 3.55 
203, 1043, 0.0, 0.0, 0.0, 0.0, 0.0 
204, 1044, 0.0, 0.0, 0.0, 0.0, 0.0 
205, 1045, 0.0, 0.0, 0.0, 0.0, 0.0 
206, 1046, 0.0, 0.0, 0.0, 0.0, 0.0 
207, 1047, 0.0, 0.0, 0.0, 0.0, 0.0 
208, 1048, 0.0, 0.0, 0.0, 0.0, 0.0 
209, 1049, 0.0, 0.0, 0.0, 0.0, 0.0 
210, 1050, 0.0, 0.0, 0.0, 0.0, 0.0 
211, 1051, 0.0, 1.55, 0.7089999999999534, 1.55, 1.55 
212, 1052, 0.0, 0.0, 0.0, 0.0, 0.0 
213, 1053, 0.0, 0.0, 0.0, 0.0, 0.0 
214, 1054, 0.0, 0.0, 0.0, 0.0, 0.0 
215, 1055, 0.0, 0.0, 0.0, 0.0, 0.0 
216, 1056, 0.0, 0.0, 0.0, 0.0, 0.0 
217, 1057, 0.0, 0.0, 0.0, 0.0, 0.0 
218, 1058, 0.0, 0.0, 0.0, 0.0, 0.0 
219, 1059, 0.0, 0.0, 0.0, 0.0, 0.0 
220, 1060, 0.0, 0.0, 0.0, 0.0, 0.0 
221, 1061, 0.0, 0.0, 0.0, 0.0, 0.0 
222, 1062, 0.0, 0.0, 0.0, 0.0, 0.0 
223, 1063, 0.0, 0.0, 0.0, 0.0, 0.0 
224, 1064, 0.0, 0.0, 0.0, 0.0, 0.0 
225, 1065, 0.0, 0.0, 0.0, 0.0, 0.0 
226, 1066, 0.0, 0.0, 0.0, 0.0, 0.0 
227, 1067, 0.0, 0.0, 0.0, 0.0, 0.0 
228, 1068, 0.0, 0.0, 0.0, 0.0, 0.0 
229, 1069, 0.0, 0.0, 0.0, 0.0, 0.0 
230, 1070, 0.0, 0.0, 0.0, 0.0, 0.0 
231, 1071, 0.0, 0.0, 0.0, 0.0, 0.0 
232, 1072, 0.0, 0.0, 0.0, 0.0, 0.0 
233, 1073, 0.0, 0.0, 0.0, 0.0, 0.0 
234, 1074, 0.0, 0.0, 0.0, 0.0, 0.0 
235, 1075, 0.0, 0.0, 0.0, 0.0, 0.0 
236, 1076, 0.0, 0.0, 0.0, 0.0, 0.0 
237, 1077, 0.0, 0.0, 0.0, 0.0, 0.0 
238, 1078, 0.0, 0.0, 0.0, 0.0, 0.0 
239, 1079, 0.0, 0.0, 0.0, 0.0, 0.0 
240, 1080, 0.0, 0.0, 0.0, 0.0, 0.0 
241, 1081, 0.0, 0.0, 0.0, 0.0, 0.0 
242, 1082, 0.0, 0.0, 0.0, 0.0, 0.0 
243, 1083, 0.0, 0.0, 0.0, 0.0, 0.0 
244, 1084, 0.0, 0.0, 0.0, 0.0, 0.0 
245, 1085, 0.0, 0.0, 0.0, 0.0, 0.0 
246, 1086, 0.0, 0.0, 0.0, 0.0, 0.0 
247, 1087, 0.0, 0.0, 0.0, 0.0, 0.0 
248, 1088, 0.0, 0.0, 0.0, 0.0, 0.0 
249, 1089, 0.0, 0.0, 0.0, 0.0, 0.0 
250, 1090, 0.0, 0.0, 0.0, 0.0, 0.0 
251, 1091, 0.0, 0.0, 0.0, 0.0, 0.0 
252, 1092, 0.0, 0.0, 0.0, 0.0, 0.0 
253, 1093, 0.0, 0.0, 0.0, 0.0, 0.0 
254, 1094, 0.0, 0.0, 0.0, 0.0, 0.0 
255, 1095, 0.0, 0.0, 0.0, 0.0, 0.0 
256, 1096, 0.0, 0.0, 0.0, 0.0, 0.0 
