Bus Index, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1014, 0.9,0.9,0.9,1.1,0.9,0.9,0.9553484258680421,0.9232403581075249,0.9937041223944605,0.9088576248469048 
1015, 0.0,0.0,1.1,1.0203030554120012,0.9074241431968156,0.9058548288959468,1.0888881402087327,1.0087721073698865,1.1,1.0537198950317792 
1016, 0.0,0.0,1.1,1.0203030554120012,0.9074241431968156,0.9058548288959468,1.0888881402087327,1.0087721073698865,1.1,1.0537198950317792 
1017, 0.0,0.0,1.032369018506429,0.9864260054120012,0.9,0.9,1.0021357187087327,0.9220196858698865,1.0138131547420939,0.9669674735317791 
1018, 0.0,0.0,1.1,0.9760717956895044,0.9,0.9,0.997933379514063,0.9289486887179772,1.0144844598665883,0.9590773830707029 
1019, 0.0,0.0,0.0,0.9834381758672718,0.9132459164541534,0.9061262774000854,1.1,0.9511191043884298,1.055543625035093,1.0538986021507566 
1020, 0.0,0.0,0.0,1.1,0.9,0.9,1.1,0.9539119743811303,1.1,1.1 
1021, 0.0,0.0,0.0,0.9187772476971654,0.9,0.9,1.1,0.9288285255746791,1.1,1.1 
1022, 0.0,0.0,0.0,0.9187772476971654,0.9,0.9,1.1,0.9325805005746791,1.1,1.1 
1023, 0.0,0.0,0.0,0.9187772476971654,0.9,0.9,1.1,0.9325805005746791,1.1,1.1 
1024, 0.0,0.0,0.0,0.9187772476971654,0.9,0.9,1.1,0.9325805005746791,1.1,1.1 
1025, 0.0,0.0,0.0,0.9187772476971654,0.9,0.9,1.1,0.9288285255746791,1.0728143410251663,1.1 
1026, 0.0,0.0,0.0,0.9187772476971654,0.9,0.9,1.1,0.9288285255746791,1.1,1.1 
1027, 0.9,0.9,1.0210406577200395,1.1,1.0693489836982815,0.9238080913165263,1.0944023512186385,1.1,1.1,0.9567177701513069 
1028, 0.0,0.0,1.068766088438694,1.1,1.1,0.9500463778165269,1.0325603077186383,1.1,1.1,0.9829560566513068 
1029, 0.0,0.0,1.0209149944400393,1.1,1.0638963597967162,0.927443140816526,1.009957070718638,1.027768503870217,1.1,0.9603528196513065 
1030, 0.0,0.0,1.0209149944400393,1.1,1.1,0.927443140816526,1.009957070718638,1.0277685038702167,1.1,0.9603528196513065 
1031, 0.0,0.0,1.0209149944400393,1.1,1.0638963597967162,0.927443140816526,1.009957070718638,1.027768503870217,1.1,0.9603528196513065 
1032, 0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.0889565680292514,1.1,1.0966530219276232 
1033, 0.0,0.0,0.0,0.0,1.1,1.1,1.058264739455282,1.0889565680292514,1.1,1.1 
1034, 0.0,0.0,0.0,0.0,1.1,1.1,1.025768738255282,1.0896005657914944,1.1,1.1 
1035, 0.0,0.0,0.0,0.0,1.1,1.1,1.0357529394552818,1.0666732430292514,1.1,1.1 
1036, 0.0,0.0,0.0,0.0,1.0843200166180187,1.1,1.0596045628707806,1.0873700088929952,1.0998412822807815,1.1 
1037, 0.0,0.0,0.0,0.0,1.0843200166180187,1.1,1.0596045628707806,1.0873700088929952,1.0998412822807815,1.1 
1038, 0.0,0.0,0.0,0.0,0.9953058591300186,1.1,1.0199208128707806,1.0513505076929952,1.088318179507605,1.1 
1039, 0.0,0.0,0.0,0.0,0.9967414441773009,1.1,1.0199208128707806,1.0513505076929952,1.1,1.1 
1040, 0.0,0.0,0.0,0.0,1.1,1.1,0.9351078154792956,0.9,1.0573226902282205,0.9461928332726353 
1041, 0.0,0.0,0.0,0.0,1.1,1.1,0.9360805706670082,0.9,1.0715216163709695,0.9960410793689242 
1042, 0.0,0.0,1.1,1.1,0.9227037465000002,0.9647515681459563,1.1,1.1,1.0452164501208734,1.1 
1043, 0.0,0.0,1.1,1.0235367499999997,0.9,0.9420478216459561,1.1,1.1,1.022512703620873,1.1 
1044, 0.0,0.0,1.0553800955423474,1.0235367499999997,0.9,0.9420478216459561,1.042561779300747,1.0531496962260127,1.022512703620873,1.0518700959112102 
1045, 0.9,0.9,0.9,0.9,0.9,0.9,1.001680989364633,1.1,1.1,1.1 
1046, 0.0,0.0,0.9790921542580991,1.068287295988911,0.9423122880000002,0.9423122880000002,1.1,1.0361211335760745,1.1,1.1 
1047, 0.0,0.0,0.9790921542580991,1.068287295988911,0.9333272671021529,0.9423122880000002,1.1,1.1,1.1,1.1 
1048, 0.0,0.0,0.9870449192880993,1.065717365988911,0.9,0.9,1.1,1.0441026805760747,1.1,1.1 
1049, 0.0,0.0,0.9870449192880993,1.065717365988911,0.9,0.9136136451795921,1.1,1.0441026805760747,1.1,1.1 
1050, 0.0,0.0,1.0248366256013755,1.007186685988911,0.9,0.9,1.1,1.1,1.1,1.1 
1051, 0.0,0.0,0.9694819394801667,0.9954058296738097,0.9,0.9,1.027892195548437,1.1,1.1,1.1 
1052, 0.0,0.0,0.9767832850230911,1.0415337492670318,0.9061229912140367,0.905385517631811,1.1,1.1,1.1,1.1 
1053, 0.0,0.0,0.0,1.064857983744906,0.9,0.9002607739506496,1.1,1.1,1.1,1.1 
1054, 0.0,0.0,0.9119671229626768,1.1,0.9,0.9,1.1,1.081240175,1.081240175,1.1 
1055, 0.0,0.0,0.9119671229626768,1.1,0.9,0.9,1.1,1.1,1.1,1.1 
1056, 0.0,0.0,0.9119671229626768,1.1,0.9,0.9,1.0836088160742108,1.1,1.1,1.1 
1057, 0.0,0.0,0.9119671229626768,1.1,0.9,0.9,1.1,1.1,1.081240175,1.1 
1058, 0.0,0.0,0.9119671229626768,1.1,0.9,0.9,1.1,1.0942644483722326,1.0837744105556357,1.1 
1059, 0.0,0.0,0.9119671229626768,1.1,0.9,0.9,1.1,1.1,1.081240175,1.1 
1060, 0.0,0.0,0.0,0.9726652619398183,0.9,0.9081026738345587,1.1,1.1,1.0464539213222372,1.1 
1061, 0.0,0.0,0.0,0.9445453965558361,0.9,0.9081026738345587,1.1,1.1,1.0464539213222372,1.1 
1062, 0.0,0.0,0.0,0.9706622189408362,0.9,0.9343409603345594,1.0765530159438235,1.1,1.1,1.1 
1063, 0.0,0.0,0.0,0.9479553680608364,0.9,0.9117377233345588,1.0539497789438237,1.0667901331919072,1.050088970822237,1.1 
1064, 0.0,0.0,0.0,0.9479553680608364,0.9,0.9117377233345588,1.0539497789438237,1.1,1.050088970822237,1.1 
1065, 0.0,0.0,0.0,1.0170090280608362,0.9,0.9117377233345587,1.1,1.0667901331919072,1.1,1.1 
1066, 0.0,0.0,0.0,0.0,1.1,1.1,1.0941689511668675,1.0996622822114765,1.1,0.921273136716042 
1067, 0.0,0.0,0.0,0.0,1.1,1.1,1.0906454511668675,1.0996622822114765,1.1,0.921273136716042 
1068, 0.0,0.0,0.0,0.0,1.1,1.1,1.0795499337236925,1.0693974102114763,1.0170134713454084,0.9 
1069, 0.0,0.0,0.0,0.0,1.1,1.1,1.0639040791668672,1.1,1.0170134713454084,0.9 
1070, 0.0,0.0,0.0,0.0,1.1,1.1,1.0938082200791923,1.1,1.099355521326461,0.9211729331074371 
1071, 0.0,0.0,0.0,0.0,1.1,1.1,1.0938082200791923,1.1,1.099355521326461,0.9211729331074372 
1072, 0.0,0.0,0.0,0.0,1.1,1.1,1.0635433480791923,1.1,1.0162323319955207,0.9 
1073, 0.0,0.0,0.0,0.0,1.1,1.1,1.0635433480791918,1.0796339893887896,1.0162381493264607,0.9 
1074, 0.0,0.0,0.0,0.0,1.1,1.1,0.973206788307641,0.9309533203079284,0.9,0.9249273798878118 
1075, 0.0,0.0,0.0,0.0,1.1,1.1,0.9732067883076411,0.9309533203079284,0.9,0.9512255406331072 
1076, 0.0,0.0,0.0,0.0,0.9078674113709406,0.9320139107098481,1.029222877777481,1.0370091876227097,1.0228004287788204,0.9659128533602127 
1077, 0.9,0.9,0.9,0.9,0.9,0.91019450026791,0.9444646741541419,1.1,1.1,0.9 
1078, 0.0,0.0,0.0,0.0,0.9013889001777332,1.033315137861046,1.0698951518707769,1.1,1.1,0.9418167755281965 
1079, 0.0,0.0,0.0,0.0,0.9013889001777332,1.033315137861046,1.1,1.1,1.1,0.9418167755281965 
1080, 0.0,0.0,0.0,0.0,0.9013889001777332,1.033315137861046,1.0698951518707769,1.1,1.1,0.9418167755281965 
1081, 0.0,0.0,0.0,0.0,0.9013889001777332,1.033315137861046,1.0698951518707769,1.1,1.1,0.9418167755281965 
1082, 0.0,0.0,0.0,0.0,0.9013889001777332,1.033315137861046,1.1,1.1,1.1,0.9418167755281965 
1083, 0.0,0.0,0.0,0.0,0.9,1.019051447861046,1.1,1.0492280414775772,1.1,0.9115519035281963 
1084, 0.0,0.0,0.0,0.0,0.9,1.019051447861046,1.1,1.1,1.1,0.9084470944784168 
1085, 0.0,0.0,0.0,0.0,0.9013975157277333,1.0675808378610459,1.069033596870777,1.1,1.1,0.9409552205281964 
1086, 0.0,0.0,0.0,0.0,0.9,0.9902880945957272,1.0280542240129402,1.1,1.1,0.9188137255301988 
1087, 0.0,0.0,0.0,0.0,0.9131062698208164,0.9,1.0469744288249985,1.1,1.1,0.953734279462192 
1088, 0.0,0.0,0.0,0.0,0.9,0.9550280798572242,1.1,1.1,1.1,0.9495376042566133 
1089, 0.0,0.0,0.0,0.0,0.9,0.9,1.1,1.1,1.0818298725074424,0.9221659354920944 
1090, 0.0,0.0,0.0,0.0,0.9,0.9000000000000001,1.064256607983711,1.0732586279999998,1.1,0.9221659354920944 
1091, 0.0,0.0,0.0,0.0,0.9,0.9,1.0722381549837112,1.1,1.081240175,0.9301474824920947 
1092, 0.0,0.0,0.0,0.0,0.9,0.9,1.1,1.081240175,1.1,0.9301474824920947 
1093, 0.0,0.0,0.0,0.0,0.9,0.9,1.0722381549837112,1.08401175568518,1.1,0.9301474824920947 
1094, 0.0,0.0,0.0,0.0,0.9,0.9,1.1,1.1,1.1,0.9301474824920947 
1095, 0.0,0.0,0.0,0.0,0.9072650135335194,0.9175258301363935,1.1,1.0650409909772345,1.0546353793288907,1.1 
1096, 0.0,0.0,0.0,0.0,0.9072650135335194,0.9175258301363935,1.0734190486210493,1.1,1.0546353793288907,1.1 
